acc,std,method,num_shots,tasks
67.666,0.0892,LinearProbe_P2,4,10
67.9275,0.0631,LinearProbe_P2,4,10
66.5053,0.2584,LinearProbe_P2,4,10
64.7068,0.2381,LinearProbe_P2,4,10
67.1748,0.1103,LinearProbe_P2,4,10
66.5239,0.0612,LinearProbe_P2,4,10
66.4322,0.0895,LinearProbe_P2,4,10
67.1395,0.0781,LinearProbe_P2,4,10
